Date,Year,Day_of_Week,Week_of_Year,Month,Month_Name,Period_Label,Resident_Population,Daily_Visitors_Overnight,Daily_Visitors_Day_Tripper,Daily_Visitors_Total,Access_Fee_Active,Access_Fee_EUR,Access_Fee_USD,Fee_Tier,Acqua_Alta_Flag,Major_Event_Flag,Major_Event_Name,CPI,Data_Source,Derivation_Method,Notes
2025-01-10,2025,Friday,2,1,January,2025_actual,47625,21569,20165,41734,N,,,,Y,N,,80.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]","acqua_alta flag MODELLED (climatological window, no tide-gauge feed)"
2025-01-11,2025,Saturday,2,1,January,2025_actual,47625,22596,21998,44594,N,,,,N,N,,85.6,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-12,2025,Sunday,2,1,January,2025_actual,47625,21158,19431,40589,N,,,,N,N,,77.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-13,2025,Monday,3,1,January,2025_actual,47625,19720,16865,36585,N,,,,N,N,,70.2,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-14,2025,Tuesday,3,1,January,2025_actual,47625,19515,16498,36013,N,,,,N,N,,69.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-15,2025,Wednesday,3,1,January,2025_actual,47625,19720,16865,36585,N,,,,N,N,,70.2,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-16,2025,Thursday,3,1,January,2025_actual,47625,20337,17965,38302,N,,,,N,N,,73.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-17,2025,Friday,3,1,January,2025_actual,47625,21569,20165,41734,N,,,,N,N,,80.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-18,2025,Saturday,3,1,January,2025_actual,47625,22596,21998,44594,N,,,,N,N,,85.6,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-19,2025,Sunday,3,1,January,2025_actual,47625,21158,19431,40589,N,,,,N,N,,77.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-20,2025,Monday,4,1,January,2025_actual,47625,19720,16865,36585,N,,,,N,N,,70.2,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-21,2025,Tuesday,4,1,January,2025_actual,47625,19515,16498,36013,N,,,,N,N,,69.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-22,2025,Wednesday,4,1,January,2025_actual,47625,19720,16865,36585,N,,,,N,N,,70.2,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-23,2025,Thursday,4,1,January,2025_actual,47625,20337,17965,38302,N,,,,N,N,,73.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-24,2025,Friday,4,1,January,2025_actual,47625,21569,20165,41734,N,,,,N,N,,80.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-25,2025,Saturday,4,1,January,2025_actual,47625,22596,21998,44594,N,,,,N,N,,85.6,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-26,2025,Sunday,4,1,January,2025_actual,47625,21158,19431,40589,N,,,,N,N,,77.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-27,2025,Monday,5,1,January,2025_actual,47625,19720,16865,36585,N,,,,N,N,,70.2,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-28,2025,Tuesday,5,1,January,2025_actual,47625,19515,16498,36013,N,,,,N,N,,69.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-29,2025,Wednesday,5,1,January,2025_actual,47625,19720,16865,36585,N,,,,N,N,,70.2,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-30,2025,Thursday,5,1,January,2025_actual,47625,20337,17965,38302,N,,,,N,N,,73.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-01-31,2025,Friday,5,1,January,2025_actual,47625,21569,20165,41734,N,,,,N,N,,80.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-01,2025,Saturday,5,2,February,2025_actual,47625,28759,27997,56756,N,,,,N,N,,108.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-02,2025,Sunday,5,2,February,2025_actual,47625,26929,24731,51660,N,,,,N,N,,99.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-03,2025,Monday,6,2,February,2025_actual,47625,25098,21465,46563,N,,,,N,N,,89.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-04,2025,Tuesday,6,2,February,2025_actual,47625,24837,20998,45835,N,,,,N,N,,88.0,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-05,2025,Wednesday,6,2,February,2025_actual,47625,25098,21465,46563,N,,,,N,N,,89.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-06,2025,Thursday,6,2,February,2025_actual,47625,25883,22864,48747,N,,,,N,N,,93.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-07,2025,Friday,6,2,February,2025_actual,47625,27451,25664,53115,N,,,,N,N,,101.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-08,2025,Saturday,6,2,February,2025_actual,47625,28759,27997,56756,N,,,,N,Y,Carnival of Venice,108.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-09,2025,Sunday,6,2,February,2025_actual,47625,26929,24731,51660,N,,,,N,Y,Carnival of Venice,99.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-10,2025,Monday,7,2,February,2025_actual,47625,25098,21465,46563,N,,,,N,Y,Carnival of Venice,89.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-11,2025,Tuesday,7,2,February,2025_actual,47625,24837,20998,45835,N,,,,N,Y,Carnival of Venice,88.0,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-12,2025,Wednesday,7,2,February,2025_actual,47625,25098,21465,46563,N,,,,N,Y,Carnival of Venice,89.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-13,2025,Thursday,7,2,February,2025_actual,47625,25883,22864,48747,N,,,,N,Y,Carnival of Venice,93.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-14,2025,Friday,7,2,February,2025_actual,47625,27451,25664,53115,N,,,,N,Y,Carnival of Venice,101.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-15,2025,Saturday,7,2,February,2025_actual,47625,28759,27997,56756,N,,,,N,Y,Carnival of Venice,108.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-16,2025,Sunday,7,2,February,2025_actual,47625,26929,24731,51660,N,,,,N,Y,Carnival of Venice,99.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-17,2025,Monday,8,2,February,2025_actual,47625,25098,21465,46563,N,,,,N,Y,Carnival of Venice,89.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-18,2025,Tuesday,8,2,February,2025_actual,47625,24837,20998,45835,N,,,,N,Y,Carnival of Venice,88.0,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-19,2025,Wednesday,8,2,February,2025_actual,47625,25098,21465,46563,N,,,,N,Y,Carnival of Venice,89.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-20,2025,Thursday,8,2,February,2025_actual,47625,25883,22864,48747,N,,,,N,Y,Carnival of Venice,93.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-21,2025,Friday,8,2,February,2025_actual,47625,27451,25664,53115,N,,,,N,Y,Carnival of Venice,101.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-22,2025,Saturday,8,2,February,2025_actual,47625,28759,27997,56756,N,,,,N,Y,Carnival of Venice,108.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-23,2025,Sunday,8,2,February,2025_actual,47625,26929,24731,51660,N,,,,N,Y,Carnival of Venice,99.1,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-24,2025,Monday,9,2,February,2025_actual,47625,25098,21465,46563,N,,,,N,Y,Carnival of Venice,89.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-25,2025,Tuesday,9,2,February,2025_actual,47625,24837,20998,45835,N,,,,N,Y,Carnival of Venice,88.0,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-26,2025,Wednesday,9,2,February,2025_actual,47625,25098,21465,46563,N,,,,N,N,,89.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-27,2025,Thursday,9,2,February,2025_actual,47625,25883,22864,48747,N,,,,N,N,,93.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-02-28,2025,Friday,9,2,February,2025_actual,47625,27451,25664,53115,N,,,,N,N,,101.9,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-01,2025,Saturday,9,3,March,2025_actual,47625,34921,33997,68918,N,,,,N,N,,132.3,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-02,2025,Sunday,9,3,March,2025_actual,47625,32699,30030,62729,N,,,,N,N,,120.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-03,2025,Monday,10,3,March,2025_actual,47625,30477,26064,56541,N,,,,N,N,,108.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-04,2025,Tuesday,10,3,March,2025_actual,47625,30159,25497,55656,N,,,,N,N,,106.8,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-05,2025,Wednesday,10,3,March,2025_actual,47625,30477,26064,56541,N,,,,N,N,,108.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-06,2025,Thursday,10,3,March,2025_actual,47625,31429,27764,59193,N,,,,N,N,,113.6,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-07,2025,Friday,10,3,March,2025_actual,47625,33334,31164,64498,N,,,,N,N,,123.8,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-08,2025,Saturday,10,3,March,2025_actual,47625,34921,33997,68918,N,,,,N,N,,132.3,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-09,2025,Sunday,10,3,March,2025_actual,47625,32699,30030,62729,N,,,,N,N,,120.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-10,2025,Monday,11,3,March,2025_actual,47625,30477,26064,56541,N,,,,N,N,,108.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-11,2025,Tuesday,11,3,March,2025_actual,47625,30159,25497,55656,N,,,,N,N,,106.8,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-12,2025,Wednesday,11,3,March,2025_actual,47625,30477,26064,56541,N,,,,N,N,,108.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-13,2025,Thursday,11,3,March,2025_actual,47625,31429,27764,59193,N,,,,N,N,,113.6,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-14,2025,Friday,11,3,March,2025_actual,47625,33334,31164,64498,N,,,,N,N,,123.8,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-15,2025,Saturday,11,3,March,2025_actual,47625,34921,33997,68918,N,,,,N,N,,132.3,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-16,2025,Sunday,11,3,March,2025_actual,47625,32699,30030,62729,N,,,,N,N,,120.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-17,2025,Monday,12,3,March,2025_actual,47625,30477,26064,56541,N,,,,N,N,,108.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-18,2025,Tuesday,12,3,March,2025_actual,47625,30159,25497,55656,N,,,,N,N,,106.8,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-19,2025,Wednesday,12,3,March,2025_actual,47625,30477,26064,56541,N,,,,N,N,,108.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-20,2025,Thursday,12,3,March,2025_actual,47625,31429,27764,59193,N,,,,N,N,,113.6,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-21,2025,Friday,12,3,March,2025_actual,47625,33334,31164,64498,N,,,,N,N,,123.8,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-22,2025,Saturday,12,3,March,2025_actual,47625,34921,33997,68918,N,,,,N,N,,132.3,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-23,2025,Sunday,12,3,March,2025_actual,47625,32699,30030,62729,N,,,,N,N,,120.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-24,2025,Monday,13,3,March,2025_actual,47625,30477,26064,56541,N,,,,N,N,,108.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-25,2025,Tuesday,13,3,March,2025_actual,47625,30159,25497,55656,N,,,,N,N,,106.8,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-26,2025,Wednesday,13,3,March,2025_actual,47625,30477,26064,56541,N,,,,N,N,,108.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-27,2025,Thursday,13,3,March,2025_actual,47625,31429,27764,59193,N,,,,N,N,,113.6,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-28,2025,Friday,13,3,March,2025_actual,47625,33334,31164,64498,N,,,,N,N,,123.8,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-29,2025,Saturday,13,3,March,2025_actual,47625,34921,33997,68918,N,,,,N,N,,132.3,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-30,2025,Sunday,13,3,March,2025_actual,47625,32699,30030,62729,N,,,,N,N,,120.4,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
2025-03-31,2025,Monday,14,3,March,2025_actual,47625,30477,26064,56541,N,,,,N,N,,108.5,Comune di Venezia Yearbook + Euronews/CDA fee data [web search - 2026-06-05] [web search - 2026-06-05],"Daily = annual overnight stays x monthly seasonal index / days, DOW-adjusted; fee dates official. [web search - 2026-06-05] [web search - 2026-06-05]",
